"file","text","voice","speaker","category"
"feed-animals/food/honey","با صدای زنانه گرم ، فقط متن داخل گیومه را با فارسی معیار ایران و لهجه طبیعی تهرانی بخوان.  تلفظ افغانی، دری، تاجیکی یا عربی نداشته باش: ""عسل""","Callirrhoe","Speaker 1",""

